% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	just	NUMERIC
@ATTRIBUTE	over	NUMERIC
@ATTRIBUTE	years	NUMERIC
@ATTRIBUTE	its	NUMERIC
@ATTRIBUTE	how	NUMERIC
@ATTRIBUTE	had	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	then	NUMERIC
@ATTRIBUTE	them	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	get	NUMERIC
@ATTRIBUTE	breast	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	now	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	did	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	where	NUMERIC
@ATTRIBUTE	because	NUMERIC
@ATTRIBUTE	says	NUMERIC
@ATTRIBUTE	people	NUMERIC
@ATTRIBUTE	some	NUMERIC
@ATTRIBUTE	back	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	year	NUMERIC
@ATTRIBUTE	our	NUMERIC
@ATTRIBUTE	really	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	said	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	re	NUMERIC
@ATTRIBUTE	new	NUMERIC
@ATTRIBUTE	she	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	after	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	her	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	first	NUMERIC
@ATTRIBUTE	cancer	NUMERIC
@ATTRIBUTE	into	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	your	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	would	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	two	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	their	NUMERIC
@ATTRIBUTE	much	NUMERIC
@ATTRIBUTE	music	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	than	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	me	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	will	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	were	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	ve	NUMERIC
@ATTRIBUTE	do	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	good	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	if	NUMERIC
@ATTRIBUTE	no	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	also	NUMERIC
@ATTRIBUTE	other	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	many	NUMERIC
@ATTRIBUTE	m	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	time	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
0.15,0.59,0.0,0.0,0.0,0.44,0.59,2.81,0.15,0.0,0.15,0.15,0.0,0.0,0.74,0.59,0.0,0.44,0.0,0.15,0.0,0.15,0.0,0.44,0.59,0.0,0.59,0.0,0.3,0.15,0.74,0.15,0.3,0.0,0.0,0.44,0.3,0.15,0.0,0.44,1.19,1.78,0.0,3.56,1.33,0.74,0.0,0.0,0.44,0.15,0.0,0.3,0.15,0.0,0.15,0.15,0.3,0.15,0.0,0.89,0.15,1.48,0.74,0.3,0.3,0.44,0.0,1.19,0.59,0.44,0.15,0.0,0.0,1.78,0.0,0.3,0.44,0.89,0.15,0.59,0.0,0.74,0.3,1.48,0.74,0.0,0.0,0.15,0.0,0.0,0.44,0.0,0.15,2.67,0.74,0.0,0.0,0.3,0.59,6.22,female
0.39,0.0,0.13,0.26,0.0,0.0,0.26,1.69,0.78,0.39,0.0,0.26,0.0,0.13,0.26,1.04,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.26,0.91,0.0,0.0,0.0,0.26,0.13,0.91,0.0,0.13,0.0,0.52,0.13,0.13,0.52,1.04,0.13,1.17,3.38,0.65,1.04,0.13,1.95,0.13,0.26,0.13,0.26,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.13,0.91,0.91,0.39,0.13,0.13,0.0,0.52,0.0,0.52,0.39,0.0,0.13,1.82,0.0,0.13,2.86,1.43,0.26,0.52,0.0,0.65,0.13,1.04,0.26,0.26,0.26,0.0,0.13,0.91,0.13,0.0,0.13,1.82,0.26,0.13,0.0,0.39,0.0,7.02,female
0.47,0.28,0.0,0.0,0.0,0.09,0.0,2.43,0.09,0.19,0.19,0.0,1.03,0.0,0.47,0.56,0.19,0.28,0.0,1.5,0.37,0.19,0.0,0.0,0.0,0.09,0.47,0.0,0.28,0.0,0.37,0.0,1.59,0.47,1.03,0.0,0.09,0.19,0.09,0.09,0.56,0.47,0.0,1.21,1.78,0.84,0.0,0.0,0.28,0.47,0.75,0.09,0.0,0.47,0.0,0.0,0.0,0.0,0.09,0.0,0.19,0.65,0.93,0.84,0.37,0.09,0.09,0.28,0.28,0.09,0.84,0.0,0.28,2.8,0.0,0.56,0.75,1.5,0.09,0.0,0.09,0.84,0.28,2.15,0.47,0.19,0.09,0.19,0.28,0.47,4.39,0.47,0.09,0.84,0.56,0.0,0.47,0.65,0.28,4.21,female
0.18,0.0,0.18,0.0,0.88,0.0,0.53,2.28,0.35,0.18,0.0,0.0,0.35,0.0,0.0,0.53,0.18,0.0,0.0,0.53,0.53,0.0,1.23,0.0,0.88,0.0,1.23,0.7,0.0,0.18,0.0,0.0,1.23,0.35,0.18,0.0,0.53,0.88,0.0,0.18,1.75,0.35,0.0,1.93,0.88,0.18,0.0,0.0,0.0,0.35,0.0,0.18,0.18,0.35,0.18,0.0,0.0,0.0,0.0,0.0,1.05,1.93,0.7,0.35,0.18,0.7,0.0,1.05,0.7,0.7,0.35,0.18,0.0,1.75,0.18,0.0,2.28,0.53,0.18,0.7,0.0,0.53,1.05,2.8,0.35,0.18,0.35,0.35,0.35,0.0,0.88,0.18,0.35,1.23,0.88,0.0,0.0,0.18,0.35,5.25,female
0.3,0.15,0.0,0.3,0.0,0.0,0.45,2.86,0.45,0.0,0.0,0.75,0.15,0.0,0.75,0.3,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.9,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.6,0.75,0.3,0.15,0.15,0.0,0.45,0.3,0.9,1.05,0.3,0.15,2.86,1.05,0.0,0.0,0.0,0.15,0.45,0.0,0.15,0.0,0.0,0.15,0.3,0.3,0.0,0.0,1.51,0.0,0.6,0.45,0.75,0.15,1.51,0.15,0.3,0.15,0.0,0.0,0.15,0.6,1.96,0.0,0.15,0.6,0.45,0.15,0.75,0.0,0.3,0.15,1.51,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.45,0.6,4.37,1.36,0.0,0.45,0.75,0.15,4.82,male
0.24,0.24,0.12,0.0,0.12,0.12,0.24,2.15,0.48,0.12,0.12,0.12,0.48,0.0,0.6,0.36,0.48,0.72,0.12,0.36,0.12,0.24,0.0,0.0,0.24,0.0,0.72,0.12,0.0,0.0,0.24,0.0,0.72,0.12,0.48,0.0,0.12,0.36,0.12,0.84,1.43,0.12,0.12,2.75,2.03,0.36,0.12,0.0,0.24,0.36,0.48,0.48,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.48,0.36,0.84,0.6,0.72,0.0,0.12,0.24,0.12,0.0,0.24,0.24,0.0,0.24,2.87,0.0,0.12,0.84,1.55,0.0,0.12,0.12,0.36,0.6,1.67,0.0,0.0,0.0,0.36,0.6,0.36,0.96,0.24,0.0,2.15,0.6,0.24,0.12,0.24,0.0,6.21,male
0.22,0.22,0.11,0.0,0.11,0.88,0.11,3.75,0.33,0.0,0.11,0.11,0.0,0.22,0.55,0.66,0.22,0.11,0.0,0.0,0.0,0.22,0.0,0.99,0.22,0.22,1.21,0.0,0.0,0.0,0.11,0.0,1.76,0.0,0.0,0.0,0.77,0.0,0.22,0.44,0.77,0.44,0.33,2.09,1.21,1.32,0.11,1.87,0.22,0.22,0.11,0.66,0.22,0.88,0.22,0.11,1.54,0.11,0.0,0.0,0.0,0.88,0.33,0.99,0.11,0.0,0.33,1.21,0.11,1.1,0.44,0.0,0.22,2.98,0.0,0.44,2.21,1.1,0.44,0.77,0.33,0.33,0.88,0.99,0.11,0.0,0.11,0.22,0.33,0.33,0.44,0.11,0.88,2.32,0.55,0.55,0.0,0.11,0.11,4.3,female
0.0,0.39,0.0,0.0,0.39,0.39,0.0,3.9,0.58,0.19,0.39,0.39,0.19,0.0,2.53,0.0,0.0,0.0,0.0,0.58,0.19,0.19,1.56,0.78,0.58,0.0,1.36,0.0,0.19,0.19,0.0,0.0,0.19,0.39,0.0,0.19,0.58,0.0,0.0,0.0,0.78,0.97,0.0,2.53,0.39,0.39,0.0,0.0,0.19,0.39,0.0,0.19,0.0,0.39,0.0,0.0,2.73,0.0,0.0,0.0,0.58,1.36,0.19,0.58,0.19,0.19,0.0,0.39,0.19,0.58,0.97,0.19,0.0,2.92,0.39,0.19,0.78,0.39,0.19,0.0,0.0,0.58,0.78,2.53,0.58,0.0,0.0,0.39,0.19,0.0,0.39,0.19,0.58,2.14,0.0,0.39,0.0,0.19,0.0,6.04,female
0.71,0.67,0.07,0.04,0.04,0.25,0.35,2.4,0.25,0.39,0.04,0.18,0.39,0.0,0.53,0.14,0.32,0.81,0.32,0.49,0.39,0.46,0.0,0.32,0.25,0.28,0.21,0.21,0.07,0.74,0.49,0.14,0.81,0.64,0.11,0.0,0.28,1.31,0.11,0.18,0.92,0.25,0.0,1.59,1.48,0.25,0.39,0.0,0.18,0.35,0.46,0.42,0.18,0.81,0.07,0.14,0.11,0.04,0.42,2.05,0.07,2.12,0.32,0.49,0.04,0.46,0.32,0.49,0.28,0.0,0.32,0.6,0.57,3.29,0.39,0.49,0.39,2.72,0.04,0.28,0.07,0.67,0.32,0.99,0.14,0.14,0.53,0.04,0.18,0.07,2.05,0.85,0.21,2.83,3.5,0.04,0.42,0.53,0.32,3.46,male
0.51,0.0,0.0,0.0,0.13,0.13,0.13,1.52,0.13,0.0,0.13,0.25,0.0,0.0,0.38,0.25,0.0,0.13,0.0,0.89,0.0,0.0,0.0,0.0,0.25,0.0,0.51,0.13,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.13,0.38,0.0,0.25,1.14,1.02,0.25,0.0,2.54,1.65,1.02,0.25,0.0,0.25,0.38,0.0,0.13,0.38,0.38,0.0,0.38,0.0,0.25,0.0,0.13,0.13,1.27,0.38,0.76,0.25,0.25,0.0,0.89,0.13,0.0,0.38,0.13,0.25,2.16,0.0,0.0,1.27,1.4,0.38,0.63,0.13,1.27,0.38,1.65,0.13,0.38,0.0,0.13,0.0,0.13,0.38,0.25,0.25,3.3,1.14,0.13,0.0,0.13,0.13,6.47,male
0.25,0.49,0.25,0.08,0.0,0.16,0.08,2.13,0.0,0.16,0.16,0.74,0.49,0.0,0.49,0.82,0.16,0.25,0.16,0.82,0.33,0.25,0.08,0.49,0.0,0.0,0.82,0.33,0.08,0.08,0.16,0.0,0.98,0.08,0.16,0.82,0.33,0.41,0.25,0.41,0.57,0.25,0.16,1.47,1.55,0.08,0.0,0.08,0.08,0.25,0.08,0.0,0.16,0.25,0.41,0.0,0.49,0.57,0.0,1.55,0.25,1.31,0.9,0.74,0.49,0.57,0.0,0.33,0.41,0.25,0.41,0.41,0.0,1.88,0.0,0.0,0.98,0.57,0.33,1.06,0.08,0.41,0.49,1.8,0.08,0.33,0.33,0.0,0.16,0.33,0.74,0.16,0.33,2.29,0.25,0.0,0.08,0.33,0.25,4.17,female
0.26,0.09,0.09,0.09,0.0,0.09,0.43,2.14,0.34,0.09,0.0,0.34,0.0,0.0,0.43,0.43,0.0,0.09,0.26,0.09,0.51,0.09,0.26,0.26,0.09,0.0,0.69,0.17,0.0,0.0,0.17,0.09,0.77,0.0,0.09,0.09,0.26,0.0,0.34,0.6,0.51,0.09,0.17,2.92,1.03,0.09,0.0,0.0,0.17,0.0,0.0,0.26,0.0,0.34,0.0,0.69,0.43,0.09,0.0,0.51,0.09,1.54,0.34,0.6,0.0,0.43,0.09,0.51,0.34,0.17,0.17,0.0,0.0,3.69,0.0,0.0,2.06,0.69,0.77,0.86,0.0,0.77,0.34,3.43,0.0,0.0,0.17,0.09,0.17,0.43,0.09,0.17,0.43,3.6,0.09,0.17,0.0,0.17,0.0,4.8,male
0.95,0.48,0.24,0.0,0.0,0.0,0.0,2.15,0.48,0.0,0.48,0.72,0.0,0.0,1.43,0.72,0.0,0.95,0.24,0.95,0.0,0.24,0.0,0.0,0.0,0.24,0.72,0.24,0.72,0.0,0.48,0.0,0.95,0.0,0.24,0.0,0.72,0.95,0.0,0.24,0.95,0.24,0.0,3.82,0.72,0.72,0.72,0.0,0.0,0.24,0.0,0.24,0.24,0.48,0.24,0.24,0.48,0.24,0.0,0.0,0.0,2.39,0.95,0.95,0.0,0.48,0.48,0.24,0.95,0.24,0.72,0.0,1.19,2.15,0.0,0.0,2.86,1.43,0.24,0.48,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.24,1.43,0.48,0.24,0.0,0.24,0.0,8.11,male
0.14,0.14,0.14,0.14,0.27,0.07,0.07,1.78,0.62,0.0,0.27,0.55,0.14,0.0,0.68,0.75,0.14,0.21,0.0,0.14,0.21,0.41,0.07,0.34,0.27,0.0,0.82,0.14,0.0,0.0,0.34,0.0,0.89,0.0,0.21,0.0,0.34,0.0,0.07,0.82,0.82,0.21,0.0,1.85,1.3,0.21,0.0,0.0,0.07,0.0,0.0,0.48,0.14,0.21,0.07,0.27,0.41,0.0,0.0,0.34,0.41,1.71,0.55,0.82,0.14,0.82,0.07,0.27,0.07,1.09,0.27,0.07,0.07,3.63,0.0,0.34,1.37,0.89,0.21,0.89,0.0,0.27,0.27,2.19,0.48,0.07,0.21,0.14,0.41,0.48,0.0,0.0,0.34,1.09,0.14,0.14,0.0,0.27,0.0,5.13,male
0.0,0.64,0.86,0.21,0.0,0.43,0.0,2.36,0.64,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.43,0.0,0.0,0.21,0.0,0.0,1.5,0.0,0.21,0.0,1.29,1.07,0.0,0.0,0.0,0.0,1.07,0.21,0.21,0.0,0.86,0.21,0.0,1.29,0.43,0.43,0.0,1.93,0.43,0.21,0.21,0.0,0.21,0.21,0.0,0.43,0.0,0.43,0.86,0.64,0.21,0.21,0.0,0.0,0.0,0.64,0.21,0.0,0.43,0.43,0.0,0.64,0.86,0.86,0.43,0.0,0.0,1.72,0.0,0.0,1.5,1.07,0.43,0.86,0.0,0.21,0.86,1.5,0.43,0.0,0.21,0.21,0.0,0.43,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.21,5.15,female
0.28,0.0,0.17,0.39,0.17,0.22,0.22,2.24,0.56,0.06,0.0,0.28,0.56,0.0,0.39,0.28,0.17,0.56,0.17,0.06,0.22,0.11,0.0,0.28,0.28,0.11,0.95,0.62,0.9,0.17,0.79,0.0,1.12,0.11,0.51,0.0,0.22,2.92,0.17,0.17,0.84,0.34,0.0,2.64,1.4,0.34,0.17,0.0,0.22,0.22,0.06,0.62,0.0,0.45,0.06,0.45,0.11,0.22,0.67,0.17,0.34,0.79,0.79,0.95,0.06,0.45,0.06,0.67,0.28,0.39,0.45,0.06,0.0,3.54,0.11,0.45,1.12,1.29,0.28,1.23,0.22,0.62,0.95,1.68,0.06,0.06,0.22,0.39,0.0,0.73,0.73,0.22,0.22,3.03,0.22,0.17,0.0,0.39,0.22,4.55,male
0.26,0.0,0.17,0.34,0.43,0.26,0.09,1.63,0.17,0.17,0.0,0.34,0.17,0.0,0.0,0.26,0.34,0.17,0.09,0.17,0.0,0.0,0.0,0.09,0.26,0.0,0.6,0.17,0.09,0.17,0.77,0.09,0.86,0.43,0.34,0.0,0.68,0.86,0.17,0.68,0.51,0.43,0.0,2.31,1.2,0.17,0.26,0.0,0.0,0.43,0.26,0.43,0.09,0.17,0.17,0.6,0.09,0.17,1.03,0.51,0.43,1.11,0.34,0.77,0.09,0.26,0.17,0.6,0.26,0.43,0.0,0.17,0.26,3.68,0.17,0.34,0.68,1.63,0.34,0.86,0.0,0.43,0.77,2.4,0.0,0.34,0.0,0.17,0.34,0.34,0.77,0.26,0.34,3.08,1.46,0.51,0.26,0.34,0.0,4.71,male
0.3,0.3,0.0,0.3,0.91,0.61,0.0,3.03,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.91,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.91,0.61,0.0,3.33,1.52,0.61,0.0,0.0,0.3,0.0,0.0,0.61,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.61,1.82,0.61,0.3,0.0,0.0,0.3,1.82,0.0,0.61,0.0,0.61,0.0,2.12,0.0,0.0,1.52,0.61,0.0,0.0,0.0,0.0,0.3,1.82,0.3,0.0,0.3,0.3,0.61,0.3,0.3,0.61,0.3,1.52,1.21,0.3,0.3,0.0,0.0,7.27,female
0.14,0.42,0.14,0.0,0.14,0.0,0.42,2.08,0.83,0.0,0.0,0.69,0.0,0.0,0.0,0.42,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.55,0.69,0.0,0.0,0.28,0.14,0.0,0.42,0.42,1.39,0.28,0.28,2.63,1.39,0.55,0.0,0.0,0.0,0.42,0.0,0.69,0.28,0.42,0.97,0.55,0.14,0.14,0.0,1.39,0.42,0.42,0.69,0.42,0.14,0.69,0.14,0.28,0.0,0.0,0.28,0.14,0.14,3.05,0.0,0.0,1.11,0.42,0.14,0.83,0.14,0.42,0.42,1.66,0.0,0.0,0.42,0.0,0.14,0.42,0.0,0.55,0.42,1.11,0.0,0.0,0.0,0.14,0.0,7.34,male
0.34,0.14,0.07,0.21,0.0,0.34,0.55,3.78,0.14,0.27,0.07,0.21,0.27,0.0,0.07,0.21,0.14,0.34,0.41,0.14,0.27,0.21,0.0,0.07,0.14,0.62,0.48,0.48,0.0,0.76,0.55,0.0,1.37,0.14,0.14,0.0,0.76,0.69,0.27,0.14,0.55,0.48,0.07,1.1,0.82,0.27,0.48,0.0,0.07,0.41,0.76,0.96,0.34,0.34,0.07,0.21,0.07,0.14,0.89,1.51,0.55,0.62,0.34,0.96,0.0,0.27,0.41,1.03,0.41,0.27,0.41,0.07,1.31,3.02,0.14,0.27,0.69,1.17,0.21,0.76,0.07,1.24,0.62,1.79,0.27,0.0,0.69,0.27,0.07,0.21,1.86,0.27,0.0,2.41,4.4,0.07,0.27,0.41,0.48,3.51,male
0.13,0.13,0.27,0.4,0.0,0.0,0.0,2.55,0.0,0.0,0.27,0.0,0.13,0.0,1.07,0.54,0.0,0.13,0.0,0.0,0.13,0.27,0.67,0.0,0.4,0.13,1.21,0.13,0.0,0.13,0.13,0.0,2.01,0.27,0.0,0.0,1.34,0.4,0.0,0.27,0.13,0.0,0.0,2.82,0.67,1.34,0.0,0.0,0.13,0.13,0.13,0.94,0.13,0.27,0.0,0.0,0.54,0.13,0.0,0.0,0.67,0.67,0.4,0.54,0.27,0.0,0.0,0.13,0.13,0.27,0.67,0.0,0.0,2.68,0.13,0.4,0.94,1.74,0.13,1.21,0.0,0.13,0.67,1.07,0.81,0.0,0.27,0.54,0.27,0.13,0.54,0.4,0.0,2.95,0.0,0.13,0.0,0.4,0.0,3.89,female
0.0,0.0,0.16,0.49,0.49,0.16,0.16,2.78,0.49,0.0,0.16,0.0,0.0,0.98,0.33,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.33,0.0,0.16,0.65,0.16,0.0,0.0,0.0,0.16,0.65,0.16,0.65,0.0,0.49,0.0,0.49,0.33,0.0,0.0,0.49,3.27,0.98,0.82,0.0,1.47,0.0,0.33,0.16,0.82,0.16,0.82,0.0,0.16,0.33,0.33,0.0,1.47,0.33,1.15,0.16,0.98,0.0,0.16,0.0,0.0,0.16,0.33,0.16,0.33,0.0,4.75,0.0,0.0,0.98,0.82,0.33,0.16,0.16,0.98,0.33,0.98,0.33,0.33,0.16,0.0,0.0,0.49,0.82,0.0,0.33,1.8,0.49,0.33,0.0,0.16,0.33,7.69,female
0.27,0.45,0.18,0.27,0.0,0.54,0.82,2.81,0.18,0.0,0.09,0.36,0.18,0.0,0.18,0.09,0.54,0.45,0.36,0.72,0.09,0.18,0.0,0.27,0.18,0.09,0.18,0.18,0.0,0.82,0.82,0.0,1.27,0.09,0.45,0.0,0.63,0.09,0.18,0.09,0.91,0.27,0.0,1.09,1.27,0.18,0.09,0.0,0.0,0.09,0.82,0.45,0.09,0.45,0.09,0.82,0.0,0.27,0.54,1.72,0.18,1.09,0.54,1.18,0.09,0.54,1.09,0.82,0.54,0.0,0.18,0.18,1.27,3.35,0.18,0.09,0.91,2.08,0.91,0.27,0.0,0.72,0.82,1.99,0.09,0.18,0.18,0.27,0.0,0.36,1.27,0.82,0.36,1.81,3.62,0.18,0.27,0.63,0.91,3.35,male
0.0,0.13,0.0,0.0,0.0,0.0,0.26,2.9,0.13,0.0,0.0,1.05,0.13,0.0,0.4,1.05,0.0,0.26,0.0,0.26,0.13,0.13,1.19,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.13,1.32,0.0,0.26,0.13,0.13,0.13,0.0,0.26,0.92,0.0,0.0,2.5,1.98,0.53,0.26,0.0,0.0,0.4,0.0,0.53,0.13,0.0,0.0,0.13,0.13,0.0,0.0,2.11,0.13,0.53,1.19,0.66,0.0,0.53,0.13,0.66,0.26,0.0,0.26,0.13,0.26,2.24,0.13,0.26,0.53,0.4,0.79,0.92,0.13,0.26,0.13,1.58,0.13,0.13,0.4,0.13,0.4,0.26,0.0,0.0,0.66,1.58,1.05,0.0,0.0,0.4,0.0,5.8,male
0.23,0.12,0.0,0.46,0.0,0.0,0.23,2.88,0.46,0.35,0.23,0.12,0.0,0.0,1.15,0.69,0.0,0.35,0.23,0.46,0.23,0.35,0.0,0.12,0.23,0.0,0.12,0.35,0.0,0.12,0.46,0.0,1.38,0.12,0.23,0.12,0.12,0.0,0.35,0.23,0.46,0.35,0.12,3.8,1.73,0.23,0.12,0.0,0.0,0.23,0.0,0.23,0.35,0.12,0.35,0.12,0.46,0.12,0.0,0.35,0.23,1.61,0.12,0.58,0.35,0.23,0.0,0.81,0.46,0.12,0.12,0.23,0.0,2.53,0.0,0.35,1.5,1.04,1.04,0.23,0.0,0.35,0.58,1.15,0.46,0.23,0.12,0.0,0.46,0.23,0.23,0.12,0.12,2.19,0.35,0.0,0.23,0.46,0.0,7.71,male
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.77,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.0,0.0,0.0,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,2.31,1.54,0.0,0.77,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.77,0.0,0.0,2.31,0.0,1.54,0.0,0.77,0.0,0.0,0.0,0.0,0.0,2.31,0.77,0.0,0.77,0.0,0.77,1.54,0.0,1.54,0.77,1.54,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.77,1.54,0.0,0.0,1.54,0.0,4.62,male
0.25,0.25,0.33,0.0,0.33,0.0,0.58,3.34,0.25,0.08,0.17,0.0,0.0,0.0,0.0,0.84,0.33,0.0,0.0,0.17,0.17,0.08,0.33,0.08,0.17,0.08,0.17,0.33,0.08,0.08,0.33,0.0,2.51,0.0,0.08,1.25,1.0,0.33,0.25,0.42,0.67,0.08,1.09,1.67,0.92,0.17,0.08,0.0,0.08,0.33,0.33,0.58,0.75,0.25,0.08,0.67,0.17,0.0,0.0,1.67,0.17,1.17,0.42,0.58,0.08,0.0,0.0,0.67,0.25,0.33,0.25,0.17,0.0,1.75,0.0,0.0,1.17,1.34,0.42,0.58,0.0,0.33,0.42,1.25,0.08,0.25,0.17,0.0,0.25,0.33,0.17,0.42,0.25,2.84,0.25,0.17,0.0,0.33,0.33,5.43,female
0.28,0.14,0.0,0.56,0.14,0.42,0.0,2.82,0.14,0.28,0.14,0.14,0.14,0.0,1.27,0.0,0.14,0.85,0.42,0.28,0.0,0.14,0.14,0.0,0.14,0.28,0.0,0.99,0.0,0.0,0.42,0.99,1.27,0.28,0.71,0.0,0.0,0.0,0.28,0.14,0.56,0.14,0.0,1.27,1.13,0.0,0.42,0.0,0.14,0.0,0.0,0.28,0.14,0.0,0.0,0.56,0.28,0.0,0.0,0.28,0.28,0.85,0.28,0.99,0.14,0.56,0.14,0.71,0.71,0.0,0.28,0.28,0.99,0.85,0.28,0.14,0.85,0.71,0.14,0.14,0.0,0.99,0.28,2.12,0.28,0.0,0.56,0.0,0.0,0.0,0.56,0.28,0.14,2.82,1.55,0.14,0.42,0.14,0.28,5.5,male
0.0,0.0,0.08,0.08,0.25,0.08,0.0,3.13,0.93,0.0,0.17,0.0,0.0,0.93,0.08,0.59,0.08,0.08,0.08,0.0,0.0,0.17,0.08,0.0,0.08,0.0,0.59,0.25,0.0,0.0,0.0,0.25,1.01,0.0,0.17,0.0,1.18,0.08,0.08,0.68,0.17,0.0,0.08,3.38,0.68,0.34,0.0,2.03,0.0,0.42,0.0,0.42,0.25,0.08,0.0,0.76,0.25,0.17,0.0,0.51,0.25,1.44,0.42,0.68,0.0,0.0,0.0,1.01,0.08,0.51,0.34,0.0,0.08,2.54,0.0,0.0,1.44,1.52,0.25,0.25,0.08,0.34,0.25,1.27,0.08,0.08,0.08,0.08,0.0,0.76,0.0,0.08,0.42,2.54,0.0,0.25,0.0,0.08,0.17,7.44,female
